customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,Churn
Cust_4430,Male,0,,Yes,47,,Yes,Fiber optic,No,No internet service,1
Cust_4431,Male,1,Yes,Yes,1,Yes,No,No,No internet service,,1
Cust_4432,,0,No,No,12,No,No,DSL,No internet service,Yes,1
Cust_4433,Male,0,No,No,48,No,Yes,Fiber optic,No internet service,Yes,0
Cust_4434,Male,0,No,Yes,4,No,No phone service,Fiber optic,No,,0
Cust_4435,,,Yes,No,34,Yes,Yes,DSL,Yes,No,0
Cust_4436,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,0
Cust_4437,Male,,Yes,No,3,No,Yes,Fiber optic,No internet service,No internet service,1
Cust_4438,Female,0,No,Yes,68,Yes,,DSL,No,Yes,0
Cust_4439,Female,0,Yes,No,57,No,No,No,No,No internet service,0
Cust_4440,Female,0,No,Yes,24,No,No phone service,No,Yes,No,1
Cust_4441,Female,0,No,No,33,Yes,,No,No,,0
Cust_4442,Male,0,Yes,No,3,Yes,Yes,Fiber optic,,No,0
Cust_4443,Male,1,Yes,,4,No,No,DSL,No internet service,Yes,0
Cust_4444,,,No,No,30,Yes,No phone service,No,No,No internet service,0
Cust_4445,Female,,No,,70,Yes,Yes,DSL,No,Yes,0
Cust_4446,Male,1,Yes,No,49,Yes,Yes,No,No internet service,Yes,1
Cust_4447,Female,0,No,No,30,Yes,No,No,Yes,Yes,1
Cust_4448,Male,1,No,,72,Yes,No,Fiber optic,Yes,No internet service,0
Cust_4449,Female,1,Yes,No,16,Yes,No phone service,No,No,No internet service,1
Cust_4450,,1,Yes,Yes,53,No,Yes,No,No internet service,No,1
Cust_4451,Female,1,Yes,Yes,6,No,,DSL,,,1
Cust_4452,Female,0,No,No,24,No,No,,No,No internet service,0
Cust_4453,Male,0,No,Yes,,No,Yes,Fiber optic,Yes,Yes,1
Cust_4454,Female,1,No,,21,Yes,No,No,No,No,1
Cust_4455,Male,1,Yes,,8,No,Yes,Fiber optic,Yes,,1
Cust_4456,,,No,Yes,36,Yes,No phone service,DSL,No internet service,Yes,1
Cust_4457,,1,Yes,Yes,9,No,Yes,Fiber optic,No internet service,No,0
Cust_4458,Male,1,,No,,No,No,No,Yes,No internet service,0
Cust_4459,Male,1,No,Yes,51,Yes,Yes,Fiber optic,,No internet service,1
Cust_4460,Female,0,Yes,Yes,1,,No phone service,Fiber optic,Yes,No internet service,1
Cust_4461,Female,1,No,No,63,No,No,No,Yes,No internet service,0
Cust_4462,Male,0,Yes,No,68,Yes,No phone service,Fiber optic,,No,0
Cust_4463,,,Yes,,26,Yes,,Fiber optic,No,No internet service,1
Cust_4464,Male,0,Yes,Yes,40,,Yes,No,No internet service,,1
Cust_4465,Female,1,No,Yes,3,Yes,Yes,No,No,No,1
Cust_4466,Female,1,Yes,Yes,9,,Yes,DSL,No,Yes,1
Cust_4467,Female,0,No,Yes,,Yes,,No,No,No,1
Cust_4468,Female,0,Yes,Yes,,No,Yes,No,Yes,Yes,0
Cust_4469,Male,0,Yes,Yes,4,No,No,Fiber optic,No,,0
Cust_4470,Male,1,Yes,No,6,No,No,No,No,No internet service,1
Cust_4471,,1,No,Yes,26,,No,Fiber optic,No internet service,Yes,1
Cust_4472,Female,0,,Yes,2,,Yes,No,Yes,No,0
Cust_4473,Male,0,No,,66,No,Yes,DSL,Yes,No,1
Cust_4474,Female,1,No,No,3,No,No phone service,DSL,No,,0
Cust_4475,Male,0,No,Yes,35,,Yes,Fiber optic,No internet service,Yes,1
Cust_4476,Male,,Yes,No,59,No,Yes,Fiber optic,No,,1
Cust_4477,Male,1,Yes,,38,Yes,Yes,Fiber optic,Yes,No internet service,0
Cust_4478,Female,0,No,No,33,Yes,No,DSL,No internet service,No,0
Cust_4479,,0,No,No,15,,No phone service,,,No,1
Cust_4480,Female,1,No,,14,No,Yes,No,Yes,No,0
Cust_4481,,1,No,Yes,66,No,No phone service,No,Yes,No,0
Cust_4482,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,0
Cust_4483,Female,1,No,Yes,48,Yes,No phone service,DSL,Yes,Yes,1
Cust_4484,Female,1,No,No,44,Yes,No phone service,,No internet service,No,1
Cust_4485,Male,0,No,Yes,37,No,,DSL,No internet service,No,0
Cust_4486,Male,1,No,No,,Yes,No phone service,DSL,Yes,No internet service,1
Cust_4487,Female,,Yes,No,34,No,No phone service,Fiber optic,No,No,0
Cust_4488,Female,1,Yes,Yes,59,Yes,No,DSL,,No internet service,0
Cust_4489,Female,0,No,No,43,No,Yes,,Yes,No internet service,0
Cust_4490,Male,0,Yes,Yes,33,No,No phone service,No,No internet service,No,0
Cust_4491,Male,1,Yes,No,19,No,No,DSL,No,Yes,0
Cust_4492,Male,1,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,1
Cust_4493,,0,No,Yes,31,Yes,Yes,DSL,No internet service,,1
Cust_4494,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,1
Cust_4495,Female,0,Yes,Yes,8,Yes,Yes,No,No,Yes,1
Cust_4496,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,0
Cust_4497,Male,1,Yes,,20,No,No,DSL,No,No,1
Cust_4498,Female,0,Yes,Yes,38,No,No,DSL,Yes,Yes,0
Cust_4499,Male,,No,No,7,No,No,No,No,Yes,0
Cust_4500,Male,1,Yes,Yes,39,No,No phone service,DSL,No internet service,Yes,0
Cust_4501,Male,,Yes,Yes,,Yes,Yes,Fiber optic,No internet service,No internet service,1
Cust_4502,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,Yes,1
Cust_4503,Male,0,Yes,No,,,No,Fiber optic,No internet service,No internet service,0
Cust_4504,Male,0,Yes,No,16,No,No,DSL,No internet service,No,1
Cust_4505,Female,1,Yes,,42,Yes,No phone service,,No internet service,Yes,1
Cust_4506,Male,1,Yes,No,52,Yes,No phone service,Fiber optic,,No internet service,0
Cust_4507,Male,,Yes,Yes,37,No,Yes,DSL,No internet service,Yes,1
Cust_4508,,0,No,No,52,No,No,,No internet service,No internet service,1
Cust_4509,Female,1,No,,9,Yes,No,Fiber optic,Yes,No,1
Cust_4510,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,0
Cust_4511,Male,,No,Yes,67,Yes,No,No,No internet service,No,0
Cust_4512,Female,0,No,Yes,7,No,No phone service,DSL,,Yes,1
Cust_4513,Male,1,No,Yes,2,No,No phone service,DSL,No,No internet service,1
Cust_4514,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,,1
Cust_4515,Male,0,No,No,41,No,No,DSL,No internet service,Yes,1
Cust_4516,Female,1,,No,52,No,No phone service,No,No,No,1
Cust_4517,Female,1,Yes,No,65,Yes,No,,,Yes,1
Cust_4518,Female,0,Yes,Yes,38,No,Yes,Fiber optic,Yes,No,0
Cust_4519,Female,0,No,No,67,,No,DSL,,No internet service,1
Cust_4520,Female,0,Yes,Yes,42,No,No phone service,No,No internet service,No,0
Cust_4521,,0,No,Yes,71,Yes,No phone service,No,Yes,Yes,1
Cust_4522,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,No,No,0
Cust_4523,Male,1,Yes,No,67,No,,Fiber optic,No internet service,No,0
Cust_4524,Male,0,Yes,No,64,No,No,DSL,Yes,No internet service,0
Cust_4525,Female,1,No,No,4,No,No,DSL,No internet service,Yes,1
Cust_4526,Female,1,,No,31,No,No phone service,Fiber optic,No,Yes,0
Cust_4527,Male,0,Yes,,13,,No phone service,,No internet service,No,0
Cust_4528,Female,,No,No,,No,No phone service,DSL,No,Yes,0
Cust_4529,,1,No,Yes,59,,Yes,Fiber optic,No,Yes,0
Cust_4530,Male,0,Yes,Yes,65,No,Yes,Fiber optic,No,Yes,1
Cust_4531,,1,No,Yes,64,No,Yes,No,No,No internet service,0
Cust_4532,Female,0,Yes,Yes,25,Yes,No,,,No internet service,0
Cust_4533,Female,0,Yes,Yes,37,No,Yes,DSL,Yes,No internet service,0
Cust_4534,Male,0,,Yes,71,Yes,No,DSL,No,Yes,0
Cust_4535,Male,1,No,Yes,14,Yes,No,Fiber optic,Yes,No internet service,0
Cust_4536,,1,Yes,No,24,No,No,Fiber optic,No internet service,Yes,1
Cust_4537,Female,1,No,No,,Yes,Yes,No,No internet service,No internet service,0
Cust_4538,Male,1,Yes,Yes,48,,No phone service,,,No,1
Cust_4539,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,1
Cust_4540,Female,1,No,No,38,No,,DSL,No internet service,No,0
Cust_4541,Female,0,,No,70,Yes,Yes,No,Yes,No,1
Cust_4542,Female,1,No,No,59,Yes,No,Fiber optic,Yes,No,1
Cust_4543,Female,,No,Yes,12,No,No phone service,No,No,No internet service,0
Cust_4544,Female,1,Yes,No,54,Yes,Yes,,No internet service,No internet service,0
Cust_4545,Male,1,Yes,Yes,,No,,No,Yes,No,0
Cust_4546,Male,1,Yes,Yes,,,No,No,Yes,No,1
Cust_4547,Female,0,No,No,46,No,Yes,No,Yes,No,0
Cust_4548,Female,1,Yes,No,10,,Yes,No,No,No internet service,1
Cust_4549,Female,1,,Yes,9,,No,,No internet service,No,0
Cust_4550,Female,1,No,Yes,52,Yes,Yes,No,No internet service,No,0
Cust_4551,Female,1,No,No,51,No,No phone service,Fiber optic,Yes,Yes,1
Cust_4552,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,0
Cust_4553,Male,1,Yes,Yes,72,,No phone service,No,No,Yes,1
Cust_4554,Male,0,Yes,No,68,No,Yes,No,Yes,Yes,1
Cust_4555,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,0
Cust_4556,,0,Yes,Yes,29,Yes,No,No,,No internet service,1
Cust_4557,Male,,Yes,Yes,6,No,Yes,Fiber optic,Yes,No,0
Cust_4558,,0,No,Yes,69,No,No phone service,Fiber optic,No internet service,No,0
Cust_4559,Female,0,Yes,No,58,No,Yes,DSL,No internet service,Yes,0
Cust_4560,Female,0,No,Yes,,Yes,No,DSL,No internet service,Yes,1
Cust_4561,Male,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,1
Cust_4562,Female,0,No,No,,Yes,No,No,No,Yes,1
Cust_4563,Male,1,,No,37,Yes,Yes,Fiber optic,No internet service,No,0
Cust_4564,Male,0,Yes,Yes,58,No,Yes,Fiber optic,No internet service,No,0
Cust_4565,Female,0,No,No,37,Yes,Yes,No,,Yes,0
Cust_4566,Female,1,No,No,26,Yes,No phone service,DSL,Yes,Yes,1
Cust_4567,Female,0,No,Yes,42,No,No phone service,Fiber optic,,Yes,1
Cust_4568,Male,0,No,No,16,Yes,No phone service,DSL,No,Yes,0
Cust_4569,Female,0,Yes,No,22,No,No,No,No internet service,No internet service,0
Cust_4570,,0,No,No,23,,No phone service,DSL,,No,1
Cust_4571,Female,1,No,No,47,No,,,No internet service,No,1
Cust_4572,,0,No,No,,Yes,No phone service,No,No,No internet service,1
Cust_4573,Male,0,,Yes,3,No,No phone service,DSL,No,,1
Cust_4574,Male,1,,No,12,,No,Fiber optic,No,Yes,0
Cust_4575,,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,1
Cust_4576,Male,0,No,,11,No,No phone service,No,No,No internet service,1
Cust_4577,Male,0,No,No,52,No,No,DSL,No,Yes,0
Cust_4578,Male,1,,No,50,No,Yes,DSL,No internet service,No,0
Cust_4579,Female,0,Yes,No,57,Yes,Yes,DSL,No internet service,No,0
Cust_4580,Female,1,Yes,,64,No,Yes,DSL,Yes,No,0
Cust_4581,Male,0,Yes,No,46,No,No,No,No,No internet service,1
Cust_4582,Female,1,,No,29,Yes,No phone service,DSL,Yes,No internet service,0
Cust_4583,Male,1,No,No,70,No,No phone service,DSL,Yes,No internet service,1
Cust_4584,Female,1,,No,,No,No phone service,Fiber optic,No,No internet service,1
Cust_4585,Female,0,Yes,,16,No,Yes,No,,No internet service,1
Cust_4586,Male,0,,No,51,Yes,No phone service,DSL,Yes,No internet service,0
Cust_4587,Male,0,No,No,11,Yes,No,DSL,Yes,No,0
Cust_4588,Male,0,No,No,11,Yes,No phone service,No,No,No,1
Cust_4589,Female,1,Yes,Yes,,No,No phone service,No,,Yes,1
Cust_4590,Male,,No,No,53,Yes,No phone service,Fiber optic,No,Yes,0
Cust_4591,Female,1,No,Yes,58,,No phone service,No,No internet service,Yes,0
Cust_4592,,0,,Yes,19,Yes,No,DSL,Yes,,1
Cust_4593,Female,0,Yes,No,,No,No phone service,Fiber optic,Yes,No internet service,0
Cust_4594,Female,0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,0
Cust_4595,Male,1,No,No,,Yes,No phone service,No,No internet service,Yes,1
Cust_4596,Female,0,Yes,No,55,Yes,Yes,No,Yes,No internet service,0
Cust_4597,Female,,,Yes,41,Yes,Yes,No,No,No internet service,1
Cust_4598,Male,1,No,No,,No,Yes,Fiber optic,No internet service,No,0
Cust_4599,Female,1,No,Yes,21,Yes,,DSL,Yes,Yes,1
Cust_4600,Male,0,Yes,Yes,26,Yes,Yes,DSL,No internet service,No internet service,1
Cust_4601,Male,1,No,No,1,Yes,,Fiber optic,No internet service,No,0
Cust_4602,Male,0,Yes,Yes,27,No,No phone service,No,No,No,0
Cust_4603,Male,1,No,Yes,,,No,,,No internet service,0
Cust_4604,Female,1,,No,66,Yes,No,No,No,No internet service,1
Cust_4605,Female,,Yes,Yes,65,No,No,No,No,No,0
Cust_4606,Female,0,,No,10,Yes,Yes,,Yes,No,1
Cust_4607,Male,0,Yes,,37,No,Yes,No,No,,1
Cust_4608,Female,0,No,No,69,No,Yes,DSL,Yes,Yes,0
Cust_4609,Female,1,Yes,No,41,Yes,No phone service,DSL,Yes,,1
Cust_4610,,1,No,Yes,46,No,Yes,Fiber optic,Yes,Yes,1
Cust_4611,Male,1,No,No,45,No,No,DSL,No,Yes,1
Cust_4612,Female,1,,Yes,27,Yes,No phone service,Fiber optic,,Yes,0
Cust_4613,Male,0,No,Yes,65,Yes,No phone service,,No,Yes,0
Cust_4614,Male,0,No,No,,No,No,,No,Yes,0
Cust_4615,Male,0,Yes,No,,No,,No,Yes,No internet service,0
Cust_4616,Male,1,No,No,49,No,No phone service,Fiber optic,No,,0
Cust_4617,Female,1,No,Yes,14,No,No,No,Yes,No,0
Cust_4618,,0,Yes,No,62,Yes,Yes,DSL,Yes,No,0
Cust_4619,Male,1,Yes,Yes,43,No,No phone service,Fiber optic,Yes,No,0
Cust_4620,Male,0,No,,27,Yes,,DSL,No internet service,Yes,1
Cust_4621,Male,1,No,No,27,Yes,No phone service,,,,1
Cust_4622,Male,1,No,Yes,68,,No phone service,No,No internet service,No,0
Cust_4623,Male,,No,Yes,48,No,No phone service,No,No internet service,Yes,1
Cust_4624,Male,0,Yes,No,67,No,Yes,No,No,Yes,1
Cust_4625,Male,1,No,No,25,Yes,No,No,No,Yes,0
Cust_4626,Female,0,No,No,64,Yes,No phone service,,Yes,,0
Cust_4627,Male,0,No,Yes,24,Yes,No,DSL,No internet service,No internet service,0
Cust_4628,Female,1,No,No,9,Yes,No,No,No,No internet service,0
Cust_4629,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,0
Cust_4630,Male,1,No,Yes,59,No,Yes,Fiber optic,,No,0
Cust_4631,Male,0,Yes,,17,No,No,No,No,,0
Cust_4632,Male,1,Yes,Yes,43,No,No,Fiber optic,Yes,No internet service,1
Cust_4633,Female,1,Yes,,68,No,No,Fiber optic,No,No internet service,0
Cust_4634,Male,,Yes,No,4,Yes,No phone service,DSL,Yes,No internet service,1
Cust_4635,Male,,Yes,No,8,Yes,No phone service,DSL,No internet service,Yes,1
Cust_4636,Female,1,No,Yes,42,No,No,Fiber optic,Yes,,0
Cust_4637,Female,0,Yes,Yes,49,Yes,,Fiber optic,No,Yes,0
Cust_4638,Male,1,Yes,No,6,Yes,No phone service,No,No internet service,No,1
Cust_4639,,1,Yes,Yes,42,Yes,No phone service,DSL,No internet service,Yes,0
Cust_4640,Female,0,,,72,No,,Fiber optic,Yes,Yes,1
Cust_4641,Female,1,Yes,No,32,No,No,,Yes,Yes,1
Cust_4642,Male,1,No,Yes,15,No,Yes,DSL,Yes,No internet service,1
Cust_4643,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,No internet service,Yes,1
Cust_4644,Male,,,Yes,27,No,No,No,Yes,,1
Cust_4645,Female,0,No,Yes,66,No,No phone service,,No,No internet service,0
Cust_4646,Male,1,No,Yes,59,Yes,No,Fiber optic,No internet service,No internet service,1
Cust_4647,Female,0,No,Yes,28,No,No,DSL,Yes,No,1
Cust_4648,Male,0,Yes,No,24,Yes,,DSL,,,0
Cust_4649,Male,1,No,No,51,No,No phone service,No,No,No,1
Cust_4650,Female,0,,No,21,No,No phone service,Fiber optic,No,No,0
Cust_4651,Male,0,No,,31,Yes,No,,No,Yes,0
Cust_4652,Female,1,No,Yes,50,No,Yes,Fiber optic,Yes,No,1
Cust_4653,Female,,,No,40,Yes,Yes,Fiber optic,Yes,No internet service,0
Cust_4654,Male,0,Yes,Yes,68,,Yes,DSL,No internet service,,1
Cust_4655,Female,1,No,No,16,Yes,No phone service,No,Yes,,1
Cust_4656,,0,Yes,Yes,63,No,No,Fiber optic,No internet service,No,1
Cust_4657,Male,0,No,No,,Yes,No,Fiber optic,Yes,Yes,1
Cust_4658,Female,1,No,Yes,24,No,,DSL,No,No internet service,1
Cust_4659,Male,1,Yes,No,28,Yes,Yes,DSL,Yes,Yes,0
Cust_4660,,0,Yes,,31,No,Yes,DSL,,,0
Cust_4661,Male,,Yes,No,15,,No phone service,No,Yes,No internet service,1
Cust_4662,,1,Yes,No,,No,No,No,No,No internet service,1
Cust_4663,Male,0,No,No,50,No,Yes,Fiber optic,No internet service,No,1
Cust_4664,Male,0,Yes,Yes,5,,Yes,No,,No,1
Cust_4665,Male,,,No,48,No,No,DSL,No,No,0
Cust_4666,Female,0,No,,13,Yes,No phone service,DSL,Yes,No,1
Cust_4667,Female,0,No,No,32,Yes,No phone service,No,Yes,No internet service,1
Cust_4668,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,,No internet service,0
Cust_4669,,1,Yes,No,30,Yes,No,Fiber optic,Yes,No internet service,0
Cust_4670,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,Yes,No,0
Cust_4671,Female,1,No,No,25,,Yes,,Yes,Yes,0
Cust_4672,Male,1,Yes,No,28,No,,DSL,Yes,Yes,0
Cust_4673,Male,0,Yes,Yes,62,No,No,No,,No,1
Cust_4674,Female,1,No,Yes,22,No,No phone service,DSL,No,No,1
Cust_4675,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,1
Cust_4676,,1,,Yes,15,No,No,Fiber optic,,,1
Cust_4677,Male,,,No,26,Yes,No phone service,DSL,,No internet service,0
Cust_4678,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,No,0
Cust_4679,,0,Yes,Yes,18,Yes,No,DSL,No,No internet service,0
Cust_4680,Female,0,Yes,No,63,No,No phone service,DSL,Yes,No,0
Cust_4681,Female,1,,Yes,62,No,No,,No internet service,No internet service,0
Cust_4682,Male,1,No,Yes,68,Yes,No phone service,DSL,No,No internet service,1
Cust_4683,Male,1,Yes,Yes,48,No,Yes,Fiber optic,,No internet service,1
Cust_4684,Female,1,Yes,No,50,No,No,Fiber optic,No internet service,,1
Cust_4685,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No internet service,0
Cust_4686,Male,0,Yes,Yes,69,No,,No,Yes,No,1
Cust_4687,Male,0,Yes,Yes,6,No,Yes,DSL,No,No internet service,1
Cust_4688,Male,0,Yes,No,58,Yes,Yes,No,,No internet service,1
Cust_4689,Male,0,Yes,No,51,Yes,Yes,DSL,,No,0
Cust_4690,Female,,,Yes,,No,,DSL,Yes,Yes,0
Cust_4691,Male,1,No,No,47,No,Yes,Fiber optic,No,No,0
Cust_4692,Male,0,Yes,Yes,9,No,No phone service,DSL,Yes,Yes,1
Cust_4693,Male,0,No,No,7,Yes,Yes,No,No,No,1
Cust_4694,Female,1,Yes,No,29,Yes,Yes,,No internet service,No internet service,0
Cust_4695,Female,1,No,Yes,51,Yes,No,,No,No,1
Cust_4696,Male,0,,Yes,55,No,No phone service,DSL,No internet service,Yes,1
Cust_4697,Male,0,Yes,,59,No,Yes,Fiber optic,No,No internet service,1
Cust_4698,Male,1,No,,56,Yes,,No,,No,1
Cust_4699,Female,,Yes,Yes,22,,Yes,DSL,Yes,No,0
Cust_4700,Female,0,No,No,18,Yes,No phone service,No,Yes,No internet service,1
Cust_4701,Female,0,Yes,No,58,No,No phone service,Fiber optic,,,0
Cust_4702,Male,1,Yes,Yes,40,No,No phone service,No,No internet service,No,0
Cust_4703,Female,0,Yes,No,31,No,No,,Yes,Yes,1
Cust_4704,Male,0,Yes,No,56,No,No,Fiber optic,No,No,0
Cust_4705,,1,No,Yes,35,Yes,Yes,DSL,No,No,0
Cust_4706,Male,1,Yes,No,26,No,No phone service,DSL,Yes,No,1
Cust_4707,Female,1,No,,68,No,No phone service,Fiber optic,Yes,Yes,0
Cust_4708,Male,0,No,Yes,34,,No,DSL,,No internet service,1
Cust_4709,Female,1,Yes,Yes,16,Yes,,,Yes,No,1
Cust_4710,Female,0,,Yes,42,Yes,No phone service,Fiber optic,No,No internet service,1
Cust_4711,Male,1,No,No,5,No,No phone service,Fiber optic,No internet service,No,1
Cust_4712,Male,0,No,,61,Yes,Yes,DSL,No internet service,No,1
Cust_4713,Female,1,Yes,No,,No,No,DSL,,Yes,0
Cust_4714,Male,0,No,Yes,35,Yes,,,No internet service,No internet service,0
Cust_4715,Female,0,No,No,1,No,,Fiber optic,No,No internet service,0
Cust_4716,Male,1,No,No,,No,Yes,Fiber optic,No,Yes,0
Cust_4717,Female,1,,,32,Yes,Yes,Fiber optic,No,No internet service,1
Cust_4718,Female,0,,Yes,63,Yes,Yes,No,No internet service,No,0
Cust_4719,Female,1,No,Yes,33,No,No phone service,No,No,,0
Cust_4720,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No internet service,1
Cust_4721,Male,1,No,No,30,No,No,Fiber optic,Yes,No internet service,1
Cust_4722,Male,1,Yes,No,10,Yes,No,Fiber optic,,,0
Cust_4723,,0,Yes,Yes,23,No,No,No,No internet service,,1
Cust_4724,,1,No,Yes,39,No,No,DSL,Yes,No internet service,1
Cust_4725,Male,1,No,No,45,,No phone service,No,Yes,No internet service,0
Cust_4726,,0,No,Yes,29,No,No phone service,Fiber optic,Yes,No,0
Cust_4727,Male,0,Yes,No,30,No,No,Fiber optic,No,Yes,0
Cust_4728,Male,1,Yes,Yes,34,No,No,Fiber optic,Yes,No internet service,1
Cust_4729,Male,0,No,Yes,52,No,No phone service,Fiber optic,,No internet service,0
Cust_4730,Male,1,No,Yes,22,Yes,No,No,,Yes,0
Cust_4731,Female,1,Yes,No,5,No,No,DSL,,No,0
Cust_4732,Male,0,No,,11,No,No,Fiber optic,No internet service,Yes,0
Cust_4733,Male,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No,0
Cust_4734,Female,0,,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,0
Cust_4735,Male,0,Yes,Yes,11,No,Yes,DSL,No internet service,,0
Cust_4736,Male,0,Yes,No,11,No,No,No,Yes,Yes,0
Cust_4737,Male,0,Yes,No,,No,No,DSL,,No internet service,1
Cust_4738,Male,1,Yes,Yes,32,Yes,No phone service,No,,,1
Cust_4739,Male,1,No,No,27,,No phone service,Fiber optic,No internet service,Yes,1
Cust_4740,Female,0,Yes,Yes,32,No,No phone service,,Yes,Yes,1
Cust_4741,Male,1,Yes,,61,Yes,Yes,DSL,No internet service,No internet service,1
Cust_4742,Female,1,Yes,No,,No,Yes,,Yes,No,0
Cust_4743,Female,1,Yes,,64,Yes,No,DSL,No internet service,No internet service,0
Cust_4744,Male,1,Yes,Yes,64,,Yes,Fiber optic,No internet service,No,0
Cust_4745,Female,,Yes,No,28,Yes,No phone service,Fiber optic,No,No,1
Cust_4746,Male,1,No,No,40,No,Yes,No,No internet service,No,1
Cust_4747,Female,,,Yes,14,No,,No,No,No internet service,0
Cust_4748,Female,0,No,,42,Yes,Yes,Fiber optic,No internet service,No,1
Cust_4749,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No internet service,0
Cust_4750,Male,0,Yes,No,2,No,No,DSL,Yes,No internet service,0
Cust_4751,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,1
Cust_4752,Male,1,No,Yes,32,Yes,No,Fiber optic,Yes,No internet service,0
Cust_4753,Male,0,No,Yes,64,,No,DSL,No,No internet service,1
Cust_4754,Female,1,No,,31,No,Yes,,,No internet service,0
Cust_4755,Female,1,Yes,No,,No,No,,No,,0
Cust_4756,Female,0,No,Yes,14,,Yes,No,No,No,1
Cust_4757,,0,Yes,No,69,Yes,No phone service,Fiber optic,Yes,No,1
Cust_4758,Female,0,Yes,No,16,Yes,No phone service,,No,No internet service,1
Cust_4759,,0,No,No,69,No,,DSL,No internet service,No internet service,1
Cust_4760,,0,Yes,No,54,Yes,Yes,No,No,Yes,0
Cust_4761,Male,0,Yes,No,13,Yes,No,No,Yes,No,0
Cust_4762,Male,1,No,Yes,31,No,Yes,Fiber optic,Yes,No internet service,0
Cust_4763,Female,1,,No,69,Yes,No,,No internet service,Yes,1
Cust_4764,Female,1,Yes,No,21,No,No phone service,No,Yes,Yes,0
Cust_4765,Male,,,No,30,No,,,No,No internet service,1
Cust_4766,Male,0,Yes,,23,,No phone service,DSL,No internet service,Yes,0
Cust_4767,Male,0,No,No,38,No,Yes,DSL,,Yes,1
Cust_4768,Male,1,No,No,29,,No phone service,No,Yes,Yes,0
Cust_4769,Female,1,No,Yes,,No,,No,No internet service,No,0
Cust_4770,Male,1,No,Yes,62,No,Yes,Fiber optic,No,Yes,0
Cust_4771,,0,Yes,Yes,,,No,,No,Yes,1
Cust_4772,Female,0,No,Yes,49,No,No,DSL,Yes,No internet service,1
Cust_4773,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No internet service,0
Cust_4774,Male,1,Yes,No,4,No,No,DSL,No,No,0
Cust_4775,Male,1,No,,18,No,Yes,DSL,Yes,No internet service,0
Cust_4776,Female,0,No,Yes,70,Yes,,DSL,No,No,1
Cust_4777,Female,0,No,No,64,No,No phone service,DSL,Yes,Yes,0
Cust_4778,Female,1,No,Yes,28,Yes,No,DSL,Yes,Yes,0
Cust_4779,Male,1,No,Yes,58,No,No,Fiber optic,Yes,Yes,1
Cust_4780,Female,0,Yes,No,56,No,No phone service,DSL,No internet service,No internet service,0
Cust_4781,Male,1,No,Yes,20,Yes,Yes,No,No,No,1
Cust_4782,Female,0,,Yes,34,No,No,Fiber optic,No,No internet service,1
Cust_4783,Female,0,,No,10,No,Yes,,No,No internet service,0
Cust_4784,Female,,Yes,No,22,,No,Fiber optic,Yes,,0
Cust_4785,Male,1,Yes,Yes,5,No,No,No,,No,1
Cust_4786,,1,No,No,44,No,Yes,,No,No,0
Cust_4787,Female,0,No,No,9,,Yes,,No,,1
Cust_4788,Male,1,Yes,Yes,43,No,No,DSL,No,,1
Cust_4789,Female,1,Yes,Yes,4,,No phone service,Fiber optic,No,No internet service,0
Cust_4790,Male,0,No,No,42,Yes,No phone service,DSL,No internet service,Yes,0
Cust_4791,,0,Yes,No,65,Yes,,No,Yes,No,0
Cust_4792,Male,1,No,Yes,41,No,No phone service,DSL,No internet service,No internet service,1
Cust_4793,Female,0,Yes,No,,No,,DSL,No,Yes,0
Cust_4794,Male,0,No,Yes,55,No,Yes,Fiber optic,Yes,No internet service,1
Cust_4795,Male,0,Yes,Yes,18,Yes,No,DSL,No internet service,No internet service,1
